text,label
"Great, better than keep. I sorts out mess in your attic",positive
It is amazing app. It was working great a week ago but i don't know why from this week it doesn't count the time properly for example if i studied 4hours+ it only shows 1hour. But overall i really like to study when i use this app. I hope they fix the bug soon.,neutral
"Great concept, but there are numerous issues that I found right off the bat. The main one for me was the fact that, once you pick a subject for your journey you can never go back and change that. I mean, there are multiple journey subjects to choose from and maybe I want to focus on one aspect of my life at a time. The app treats life like a game, after all and most games allow you to start over with different settings. Starting over in THIS game requires you to uninstall the app, reinstall the app and then create a brand new account. Kind of silly and frustrating to boot. Check out the Level Life Up app instead. It has a much better platform.",neutral
I`m getting back into  again,neutral
"I really like this app, especially the routines. I've given this 4 stars and will change to 5 stars once there is better online sync, a web interface, and a way to sync with Google calendar. Also, tablet adaptation would be good. This app has a lot of potential.",positive
"..the weather may makes it, cause temp fell down to 15C from 30C which were yesterday  ...",neutral
Sucky Sucky homework,negative
"Really like this app, the layout, and ease of use. However, I did not see a way to go back and edit your scheduled days. Everything else you can edit,..time, date, category, but wanted to change my days and I had to delete the entry and start over to modify my scheduled days. Otherwise, I would've rated it 5☆s",positive
no use,negative
 i wish i had friends i could spend the night with,negative
 Hmm it seems to me _gun needs the followers.,neutral
#thingsmummysaid  You are the result of a broken condom.,negative
so I`m kinda pissed that Boys Like Girls is gonna be at Kentucky Kingdom on a date i already have a show,negative
- me and my mom`s cars were broken into.  I feel violated.,negative
"Hey, guys! This is good idea! However, I have a feedback for you: Several times I accidentally was clicking task more than once, so I was increasing my level. I didn't found related settings. I think you should make task clickable (checkable, do you get me?) )only once per day, and highlight the finished tasks. This features will prevent accidental checking, therefore increasing level incorrectly. Could you explain me how to use such features, if you already have them??",neutral
 i was at the outlets too,neutral
" Hi! Waking up, and not lazy at all. You would be proud of me, 8 am here!!! Btw, nice colour, not burnt.",positive
 Bummer I know   LOL  I actually do more partying when i am in school then out of school..I think it somehow helps me..hahaha!,positive
This app is actually good for daily routine. Things which I like :- 1. UI 2. Optimization 3. Functionality 4. Dark UI 5. No Ads 6. No charges,positive
 it was an adventure to say the least. I`ve been to nicer parts of Norf London but will stick with the south for today,neutral
Hitting the docks soon.,neutral
this phyllis hyman unsung story is so SAD,negative
The program is really awesome but i'm using the oppo f7 and it doesn't do any notification i followed a guide but it didn't help that's the programs only problem,neutral
wearing spidey boxers,neutral
The work got me back.100 percent monday feeling,neutral
"_Henrie oh my god, yeah! that cake looks delish! i hope you shared it! haha.",positive
Took the Graduate Field Exam for Computer Science today.  Nothing makes you feel like more of an idiot than lambda calculus.,negative
" I`m suffering from the Internet that works bad, only sites hosted on russian servers are available for me",negative
76 long and painful miles today.  knees ache.  approaching 50 years is rough. not accepting it well.  3 glasses of draft helped.,negative
I`m still at the mothers day lunch at my uncles house. Having a nice time!,positive
Happy mothers day mom  ?,positive
 haha... sorry  she should be in the whole like two people  follows,negative
App crashes,negative
 Cause I`m not hearing from you guys!!!,neutral
"Just started using it, i am more use to wunderlist, but surely i am going to love using to-do and it will be great",neutral
Would be great to customize the alarm. I want to test pavlov effect with supplements.,positive
Brought cat to specilist. May be ectopic uritors. Doing ultrasound. Surgury would be >$2000. may need to take him back to humane society,neutral
Love it.,positive
Can`t beat all time low.. (: I soooooo want to go to Metro Station..  Your cheap shots wont be able to break bones,negative
" haha, nice wheels. Victoria will be doing her own peddling thankfully, the boys will get the free ride",positive
 ikr!!!,neutral
" That be it, my Nathan sense was tingling.",neutral
awake  slept in a little cuz no construction. now studying bio alllll day but i dont mind.,neutral
 Hope you feel better soon.,positive
" you can crash, you will just have to drive alone  Besides... I can`t crash, I gotta work! LOL ;)",neutral
 Me too!    need some tour dates stat!,neutral
 then he has gone down in my estimation,neutral
 Hope you  feel better soon little Magic Girl,positive
 and Boat is dining Bones in Peru - double,neutral
" Hehe you`re right, I`m not daft  May is a good month to be on a French contract!",positive
"After new update, the app is crashing! :(",neutral
   so not close enough that I could run out and get one,neutral
"@sportsguy33 hey no offense but malcolm gladwell is a pretenious, annoying cunt and he brings you down. cant read his shit",negative
Wanting to go out... apparently no ones available!,neutral
It looks as though I am sick little friends,negative
 Well now I`m gonna be on a mission to find their music,neutral
 oh cool i can`t wait!! yours are awesome!!!,positive
 dont worry im not!!! i dont get it on my tv,positive
"Overall good app. Interface is easy to use, effective and powerful. Would be good if it had better integration with calendars and other services. While many features are free, premium is a continuous subscription and quickly adds up to be very expensive.",positive
 OK. Happy to hear that you are feeling fine,positive
" good afternoon, hope you have a great week",positive
"ok, son in bath, so gonna see if I can find some quick quotes.  Gonna miss ya`ll this weekend. I`m already gettin sad",negative
 I am sorry.,negative
I have to work tomorrow too sheli,neutral
Ugh - car got stolen sometime between yesterday evening and this morning when husband was due to go to work  Like we can afford this???,negative
"I've only just started using it and can already tell it has potential. It has a simple UI but very confusing features with next to no instruction on how the features work. I purchased the premium version with the hopes to organise my routines to suit my shift work. But I can't find a way to automatically alternate my routine cycles (if it's even possible), starting the following routine cycle when the previous ends",negative
"  Tat, You looks beautiful and are a heck of a mama and business woman.   Dana",neutral
 `s mum asked us to thank you for introducing us to Kenny`s - we`re having Mother`s Day dinner here,positive
"I used to love this... now on my phone it's oddly presenting and tasks are worthless, no syncing, and just too much work. Seems to have been since last update. Support I was given was also unhelpful. Went into actual google calendar and realized it hadn't been syncing for 3 plus weeks Uninstalled. Reinstalled. Half way working but now its showing I dont have premium (wrong) and wont let me access. 6 hours now... big ""pro' stamped across app. We shall see how long until my next contact.",negative
I need an app with free reminders. I forget a lot of things so this is not fair...I'm uninstalling.,negative
watching the notebook,neutral
 I wish y`all...unfortunately I won`t be able to make it...gotta work my 2nd gig today,negative
"Love that you can have multiple lists and also that you can reorganize the items on your list. When you complete an item, you can either check it off with an automatic date stamp or swipe it off completely 👍. This app has a very easy learning curve and I'm sure it probably has even more cool things that I have not discovered yet!",positive
 here I am!,neutral
Lousy app,negative
Phone power is dying!,neutral
oh i hate the rain... and septa... and leaving my dog,negative
"Very happy with this app, exactly what I needed. Just 1 issue, if I put a repeating reminder for any task, it works (rings/notifies) only on the first day and nothing after that. Please fix this.",positive
"I would not recommend this app bc of an essential flaw in design - it doesn't allow you to just type in habit, instead it quizzes you. So, a simple act of just typing what you'd like to do turns into this crazy and overly complicated thing.",negative
  night boyssss,neutral
User friendly,positive
taking care of sick children,positive
Watched Kunguma poovum konjuma puravum... Liked it very much!  excellent cinematography!!!,positive
facebook is being a ****,negative
"Such a waste of such a great app. Would have given it five stars if it didn't constantly crash, causing it to either not open once time's up unless I force close (losing my tree) or not notifying me in the first place as it crashed halfway through (and again losing my tree). I hope this can be fixed in the near future because I'm not willing on giving up on this app this soon",negative
http://twitpic.com/67ofz - ugh grosss,negative
 am i too late for a cuppa?,neutral
 Have you noticed that we`re at the beginning of what may be the worst recession since the 1930`s ?,negative
  i must have just missed you. I was down there until 9:40 or so. Not sure if I`ll make it down again,neutral
"Recommended this by two work friends to help keep focused as we read long sometimes boring documents - works so great! I feel really motivated to keep reading and stay off my phone. Even for things the app doesn't track (like not chatting to co-workers) I feel more guilty/conscious of concentrating when the app is running and growing my tree, so I have cut down on chat with coworkers and stuff too.",positive
" Thanks, none close to me.",positive
Being followed by compliance.  Great.   Have to watch what I say now.,positive
Great app to track your daily tasks. It is very customizable!,positive
_Nicole wow you are lucky  happy birthday!,positive
Swipe to delete is terrible. Takes almost 5 swipes so work rendering the app useless.,negative
  She doesn`t need a darn (watching my language) thing but that never stops her  &   I mapped u. U live in the boonies :-o,neutral
Its chilly n lonley n this livingroom,positive
The full screen ads are intrusive and seriously hinder the free version's usability. Before the ads this was a very solid and handy calendar app.,neutral
Just broke her dresser shes had since she was three,negative
Cool app but widgets stopped working so makes it pointless to keep,neutral
Overall it's a great app that I use every day but what I truly hate is I paid for the full version and since I have 3 Google accounts in my phone no matter what instructions I'm given by the developer it doesn't recognize I bought it because it defaults to the wrong account. If they fix and let me select correct amount I'll bump my rating back up. Should have an option. Sad,negative
"Love sundays. Especially when F1 is on!! Still in PJ`s, no plans to get out of them any time soon",positive
For some weird reason the app (timer) stopped working after a few months of installing the app. I used to use it everyday but now all I can do is uninstall it. it's kinda weird how this is an editors choice app. I would give this a five star if this was fixed. and it would be much better if this was not a timer. I would much more prefer if you can add a start button and when you finished studying you can just stop it instead. you can't really estimate the time it takes for you to study.,negative
Morning tweeple! I`m a bit sneezy today,negative
_  it`s on again right now!! aah I love demi lovato,positive
watchin` a moovie...and im sited about going 2 ma friend Sara`s tomorrow at 9:00 a.m. She was injured   I luv ya`ll. i will keep u updated,neutral
 yes! sober HAHAHA tanghaling tapat dude! haha WILD. i don`t knowwww  plan plan  before you go to US!,positive
"I really like how easy it is to use, that it displays your progress in a neat and easy-to-track way, and gives you options for how to measure your success (yes/no per day, #of days per week, days you want to succeed and days you can 'cheat', etc). It's pretty satisfying to tap the little circle for a thing I did and see it turn green and link up with other days! Would definitely recommend.",positive
"  Thanks for the link, ive voted & i`ll send that out too.",positive
 haha FINALLY !!  hiii friend .,neutral
  Way too many people indeed... I only recognize the Chinese guy... LOL,positive
Morning & welcome new followers! I tweet business & pleasure so just fair warning,positive
Listening to my favourite song... ALLAH KE BANDE HASDE,positive
Awake at 4am..  can`t sleep,negative
"This app is a pretty good one, but on my Galaxy Note, it stopped allowing me to check off tasks for some reason.  I paid for the pro version before this happened unfortunately.",negative
One of the best apps to boost your productivity. Replete with useful features even in the free version. Love their habit feature.,positive
Happy Mothers Day Mum,positive
 that`s a lot of mangoes.. haha  baka naglilihi ka ahh?? haha  joke lang carmen,neutral
" i think it`s fun, you gotta hide, and defend from your enemy, fun huh?",positive
"The application is great! The UI is clean, easy to follow. It does exactly what it is intended to do. I have one suggestion. Alongside the possibility to add steps to the tasks, it would be great to be able to arbitrarily set the level of completion of one task with something like a slider. Say for example you set yourself the goal to watch a full youtube playlist. Everyday you move this task to ""My day"". You will want to be able to measure your progress each day without predefined steps.",positive
 finished listening to Last Days of Krypton`s audio book! Loved it...so sad though...,neutral
Loving how this is organized.,positive
ugh i wish this school year would go faster so i can move on in life,neutral
 You meanie! The one time you go to Lux and I wont be there!,neutral
 who are the crew? please dont be me...  i dont think it is but i could be wrong i have been a number of times...,neutral
I hope it gets better in future,positive
Can`t wait for  live! It`s ages away but still I should do a  and plan what I`m going to wear lol,positive
"Writers:'They just make me wonder,why are you foisting all the little pipe dreams stories in your head onto other people?' I like writing",neutral
_Yavanna me too. she`s everywhere...,neutral
 Shop smart.  Shop S Mart.,positive
Signing off for the night. Watching 'The Reader' and I`m sure I`ll snooze off at some point. Good night all,neutral
"So far I love it. You can turn your life into a game and reward yourself for everyday tasks. No life coach can do a better job. You earn gold and XP for daily chores. Awesome, and so far no issues.",positive
"got back from the party...suprisingly awesome, NEED to dance more often! overall, awesome night",positive
"Thanks for your comments. Why does Google Calendar sync perfectly and BC not, when all on the same account, I think? Some while ago, possibly due to an update, this stopped syncing reliably either regularly or even when sync button pressed in Business Calendar menu. Deleting an event on this Samsung Galaxy phone sometimes forces a sync. Sync is important as I use this with Google Calendar on desktop. Previously wrote: Easy to use and great that I can copy appointments.",neutral
Average app. No worth,neutral
Ugh I`m tired,negative
"Great app! But have a few suggestions that would make it the best app in the market! Trust me people are looking for this! 1) The ability to add your schedule with a few clicks. For example you can set reoccuring events, but peoples schedules alternate. Would be great to be able to click the days you work group then at the same time and categorize them under work. (For reference look at the nursegrid app) 2) add your spouse or family directly. So everything is synced real time.(familywall)",neutral
I need some free #fieldnotes because I can`t travel to North 3rd Street in Philly to buy my own.,neutral
It never reminds even thought I've set the reminder,neutral
 A new baby? How exciting  Congrats in advance,positive
HAPPY MOTHERS DAY MAMMA,positive
Someone just admitted to having a crush on me.. That`s cool,positive
"I miss ya, Boyfriend!  When am I gonna see ya again? Br!Tt!!!",negative
In Arch. Drawing. Checking out MVCC`s CAD degree. Looks good to me,positive
Morning all: Looks like no Nintendo Gameboy phone,neutral
Just found out one of my coworkers that I actually like is leaving.,negative
"Can not import Wunderlist tasks. It simply says ""Gathering info. This might take a minute"" then ""It looks like there were no new updates since your last import.""",negative
 OK!  ~ you are such a wild one - can only imagine this one...,neutral
I need the facility to create a new list by duplicating an existing one as available in Wunderlist. I am unable to find it in this app.,neutral
Down again   seems like it never gonna stop and I`ll never get what i want,negative
"aCalendar > Business Calendar > Tiny Calendar > Tick Tick Pro aCalendar's design, featurr and logic is from 2004 Business Calendar is better but still stupid and feels like from 2010 Tiny Calendar really improves from the 2 above. Nice modern design and good drag/drop feature but still suffers the same wrong logic and bad design as Business Calendar. Tick Tick is the modern calendar that wins because its designed with modern logic designed with proper modern features. Less touchpoints and jus",negative
 lol to see my king,neutral
Just took my IC photo!looks good  - http://tweet.sg,positive
"Sometimes it shows wrong time, make me confused most of the time",neutral
Downloaded for the widgets. You gotta pay for the widgets before even seeing if they work.,negative
"overall it's a good task management, I like its Pomo timer and habit tracker. Cons: 1 attachment / day (free version). That's too little, please be kind and add more. Because of that I have to use Google Keeps.",neutral
Does not show dates of bookings as it used to detect from emails,neutral
Because it takes aiges to download😂😂😂,neutral
"Widget seriously needs fixing. Screen real estate is important, and your widget is huge & wastes so much space. Please set up options for controlling text size in it & try to remove dead space, & the title of the app, since it's unnecessary. This is almost a deal breaker for me. :( Also, small request, is there any way you can change the task example to anything but the name Alex? Like ""someone"" instead, because honestly it triggers me pretty bad (abuser). Thanks for considering my comments.",neutral
 boo! I must`ve deleted it from my phone!  can`t find it in my emails either!,negative
"trying to wake up, but is finding it very hard",negative
"Hello all my new followers, there is suddenly a lot of you, so will take a little time to get round to you all",neutral
it is so good,positive
I wish I had a concept of what time it is right now....  not adjusting well. Obvs.,neutral
" I think if I was Kirk, I would have probably stolen that sweet ride from you too.  Fancy in car phone ya talk through GG.",neutral
just got home and  i got to freakkin clen,neutral
 my friend sent u call bck messages. i dunno if you could reply but she has no credit thts all.,neutral
 Go the bubble bath!!!  Always relaxing.......,positive
Happy Mothers Day people. i love my mom a lot still,positive
 I crochet Laura. Simple stitches...I can make a mean afgan!,neutral
How do i add my agenda on the widget,positive
 I`m having the same problem,negative
"Justin Timberlake totally rocked SNL tonight. Ooh, and Happy Mother`s Day, another Hallmark mkting tool.",positive
"Taking back the HORRIBLE shoes my mum made me get.. urgggh. They are some nasty footwear! Problem is, I can`t find any other shoes!",negative
   me too.  it depresses me thinking about it.,positive
"Love hate relationship. The app is great.. It nags and nags and @*! @@! nags per your settings until you want to kill it.. Dead!! And then again! But it does its job. The reminders are rude, intrusive, nagging, annoying and constant but acheive your goal of reminding you to take care of things until you actually achieve items on your list. I HATE it.. But it's supreme for procrastinators, busy people, air heads, and anyone else who needs a keeper to keep them on target. Phone/setting dependent",positive
"App has been useful in helping me keep track of tasks and all, but lately the alarms I set on my dailies haven't been going off at all. Which is... unfortunate, because they're all to remind me to eat...",neutral
 your not following me  it won`t let me dm,neutral
not a bad app but DONT pay for the premium. The widgets dont work!!,negative
i reckon i could live of yogurt for a week if i had a good selection of flavors,positive
I couldn't even log in,negative
my tree tipped over in the lawn,neutral
Good app. Effective at reminders. Easy to use and read. Looked at quite a few task apps. Happy i picked this.,positive
I have not been this sick in years. OMG. This sucks so bad. Sickness ended up including a full restroom cleanup.,negative
 haha sounds like your going to have heaps of fun  ****,positive
This is a perfect app for tracking and building habits! :),positive
" How hard is it 2 be running back an forth constantly? Ya kno workin all the time, havin crazy sleepin schedules? Must be hard",negative
STOOOOPIT! STOOOPIT GIRL!  That used to be my bro`s rendition of 'Stop It girl'.    ,neutral
"Task repeat options are garbage. For basic things it's ok, but don't expect more than that.",neutral
"It's good really helpful but I dunno why suddenly stopped working, that buttons are not working, my all coins gone Bcz I have to uninstall and reinstall again and again , 2 days it works well then I dunno why doesn't work properly...please correct this problem I'm really dissapointed 😭",negative
 DArLiNE!!* miss you,negative
 enjoy!!!  have a good day. don`t forget to twitpic ****,positive
I do NOT feel good today,negative
Widget not working,neutral
"John, are you sure we aren`t mtb?",neutral
 I was in there earlier I`m not at home  I`m ok my iPod!,positive
good so far. only used a few times may review later on.,neutral
JUST GOT TO LA  MISS HAWAII ALREADY! DANG,negative
 ummm.. sure! i miss ya`ll alot too.  i think you know who i meant.,negative
 That sucks! I`m going to be doing summer school.  Need to catch up on several units,negative
 i hope he does ; join  and you`ll find one,neutral
this is for   http://tinyurl.com/d8fgxr,neutral
From ME and no one else! Muhahahaaaa! Well maybe Jesse,neutral
Ok so I did shed a few tears watching the preview for next weeks Medium. I`m so scared. I`m so addicted to this show. I love it,neutral
" awww thanks Jon! My 9yr old told me I was to sleep in, while they all clean the house.. best mom`s day present ever!",positive
 i didnt get the joke,negative
 Okay. I`m all out of ideas,neutral
"I love this format, only thing that would make it better is some form of active side scrolling gameplay element, build your character throughout the week and then try to beat a level sort of thing",positive
 that is true. It`s up to their discretion. Being nice to them also helps.  So far I have not been turned down ;-),positive
" Morning Lou, I Have some housework to do then im off to Church",neutral
 I`m with you there - filing is so much less fun than sorting cos you still have to look at it & hunt down details,positive
"  Im good ta. bit tired cos i`ve been wking all wkend but other than that, all good  How`s you?",neutral
 my stupid putet won`t let me go to your chat,negative
 just answered you- never learned how to write in French- just basic stuff-,negative
@dannygokey I love you DANNY GOKEY!! :),positive
" actually, i really do. mostly when i forget to take off my makeup before bed",neutral
"hi everyone, hoping all of you have a good week",positive
I need 4 followers to get 100 followers!!  Fallow me!!!  I fallow you back!! ;),neutral
"Has every feature I could ask for in an app like this, and it's all executed perfectly. Leagues better than any of the other options. I do feel like $30 a year is steep for premium, though. For new users, know that premium is by no means necessary; It just gives you a little more capacity for random operations and unlocks some convenient functionality.",positive
 and I`m not getting another one ... There`s only 1 alfie,negative
 I can`t direct message you for my free lunch,negative
just got back from rachael`s house,neutral
"I've been a paper planner girl for years! I need the pretty colors and stickers. While I still have a paper planner (that hasn't been touched for months) I needed something on my phone because with 3 kids spaced 6 years apart, we are busy. We homeschool year round as well as appointments and family stuff. Artful Agenda fits everything I need. Update on the fly and it's PRETTY! I keep a tab open on my desktop as well as the app on my phone. ⭐⭐⭐⭐⭐",positive
 my internet just crashed  i will ttytomorrow.,negative
Habitica is awesome! Only thing that it's hard to feed your pets with the app.,positive
Decode by Paramore is a great song... Love it...,positive
It`s not now... Nor has it ever been Weigly North!! Have avoid drive home!!,negative
at Shriya`s,neutral
 looks same in Noida too,neutral
_boo jealous  can you add `and I really wish nicole was here..but we all know what she`s really doing` to that tweet?,neutral
" i gotta say, i`m a little jealous",negative
I donk like this app anymore,negative
  gutted i miss that! the one night i try 2 leave early  lol! friends visitin were tired haha!,negative
 I just texted you but I hope you know you are my favorite,positive
see I told you  I`m updating my personal site with lots of goodies check them out as they come http://www.dennisgomez.com,neutral
Definition of senioritis: Me. About to go to chem II and calculus. Not good classes to feel like slackin,negative
_Kartz I`ve been studying for a year now  And 5 years in school...,neutral
 http://twitpic.com/67swx - i wish i was calling you but i can`t from Malta,positive
"_jlh LOL That`s a special kind of magic, though! ;)  And did you see the special on Discovery?  They think Nessie died.",neutral
_lick sounds like you need a week of digital detox,neutral
ok so i`m a lil happier now.. i hope i fixd my emails.. hope they weren`t hacked although it seemed really suspicious!!,neutral
havent been on here in ages  sorry twitter.. tweetdeck is broken,positive
" Think wearing bermudas at the cinema wasn`t a good idea after all, but outside was humid like cwazy!",negative
My mom just texted me and told me that Rodney was chasing fireflies in their backyard. Awwwww I`m miss him    http://twitpic.com/66pn1,neutral
thinks someone may have keyed her car.  Big scratches on the hood.,negative
I can't figure out how to make it work on my S2 watch. There are no clear instructions.,neutral
Lawson to head Newedge Hong Kong http://bit.ly/xLQSD #business #china,neutral
 good morning hun! i loved the movie what happens in vegas~ it is such a good movie,positive
"Yeah, I think we`ve earned it!",neutral
" Oh, wow, you`re fast   How`s life going ? It`s been 6 months ya ? XD",positive
Youtube is made of fail right now. Or maybe it`s just me that it hates.,negative
just contributed to economic stimulus at Wal Mart - un expected tire replacements,neutral
today has been the longest day EVER! going to sleep.. beach bound tomorrow  good night twitter,neutral
not going out with them. there is another fatty i like and hopefully ill see him in when i`m in cali in 8 days. if hes not upset with me.,neutral
Awwww ur already gone,neutral
I`m feeling better now that I have something in my tummy,positive
": G`night twitterverse, much twitter luv to you all  ? http://blip.fm/~5yvnd",positive
the tummy monster hates me,negative
I don`t think my friends like me anymore  (via #zenjar ),negative
It makes your life easier.,positive
"_47 hey, watch out you don`t post too many adverts on your twitter feed. I wouldn`t normally follow, but your blog is interesting",positive
 awwww i cried...makes me cry  i love joey!,neutral
Exceptional service,positive
 This is truly enlightening for me,positive
How to name the tree that Ive plant?,neutral
Too much complex,neutral
My twitter is on c r a c k,negative
" if you don`t mind, change your profile pic with a picture of you in UK. It`ll be fun",positive
"Bug that says 'path 'type' is required' everytime I try to do something. I tried submittinf an error report through menu - about - report a bug, but I get the same error message when I try report the bug",negative
" ah, I misunderstood your message. but really dislike the F word in the url   good luck with the march",neutral
_M aww why psn?,neutral
"Amazing app, it's helping me so much developing my discipline and have my to do list always on point, thanks ever so much guys!",positive
i`ve become one of those pathetic girls that feel lonely without their boyfriends hahaha i miss josey already!!,negative
yay  my `only on sundays` maid came!! the house will be clean again!!!,neutral
 People from England can watch this one  Thankyou,positive
Today is my first Mothers Day with my little boy. Hope you`re having a beautiful Mothers Day too,positive
This app is super helpful! 10/10,positive
" sounds cool! Liverpool`s ace, especially if you like the beatles cos there`s museums and shops dedicated to them",positive
 oh the noon? I don`t know if I can make that one...I only get 30 min for lunch,negative
"When group-planting only host's timer starts. Asked friends to purchase the app, however each time we try to plant together and start the timer, only host's countdown begins. The other people in the room get stuck on ""waiting for the host to start..."" message.",negative
jazzy we should be in vegas w A team,neutral
"This app is perfect for tracking my habits. It allows an effective level of depth without being overwhelming. I have been using this for several months and I love it. The only thing I would like to see would be ""Milestones"" to increase/decrease a habit without retroactively turning past week successes into failures. For example, increasing a workout habit from 2x/wk to 3x/wk.",positive
@kirstiealley I hate going to the dentist.. !!!,negative
 26th February,neutral
"@legalgeekery Yeahhhhhhhhh, I wouldn't really have lived in East Palo Alto if I could have avoided it.  I guess it's only for the summer.",negative
"I loved the app and purchased it to help my son keep up with studying. I paid for the premium account which indicates you can log in on multiple devices both iOS and Android. After setting it up on my phone, which was easy but took some time,when I tried logging onto my son's phone it didn't recognize the account. I contacted customer service but didn't hear back. It's a nice app, really like the features, so this was really disappointing. I could set it up again on his phone but without me being able to monitor on my phone it's not helpful. I still hope someone can help me fix this or I should get a refund for my purchase.",negative
sunniest day in ages and im in bed,neutral
"  you are now famous in Houston, take a look  http://is.gd/ysAh",neutral
is jealous of his family  their all having an amazing breakfast and all i get is rice crispies,neutral
Eminem`s new song 'Beautiful' is amazing!. Listen to the MAGIC right NOW!!  http://www.myspace.com/steve005,positive
just 3 days left for the offf 2009 http://www.offf.ws/ in oeiras portugal... see you there,neutral
"G*morning! Rain, rain and more rain.. ! But I don`t care so much",negative
Getting one of our field vehicles cleaned. Looks like our action hero governor wants to give me another furlough day. How nice of him,positive
Mandatory registration,negative
"This app does exactly what you need it to. Not perfect, but great at its job.",positive
thinking my fridge may be dieing...please not this week...pleeeeeassseee!!!,neutral
city in a bittt.,neutral
 Sadly no. It didn`t come with one...,negative
 i just drove past your hotel  wish u was ere. I`m thinking a december trip for a real white xmas!!,positive
 Awww my lovies! Yes I love it all.  And I`m totally finishing my buffalo sammich after a few hits off the new bongie. <3,positive
Surgery when I wake up,neutral
"is in skwl now, and i dont really wanna study.. i saw him --> J***I and makes me feel down..",negative
That`s exactly why I prefer to give money and play outside the house. Stupid Internet connection always ruining my instances!!!!  #wow,neutral
" its a hott tuuneee,",neutral
Find this a great app. Full diary views. To do lists and appointments can be on home screen. I have it on both my tablet and phone. Only problem I find is that sometimes it stop syncing.,positive
" Thank you. Keep it down, there`s a good lad.",positive
"Spending a wonderful Mothers Day with Brad, Mom and Dad.  Happy Mothers Day to all Moms",positive
I didn`t find my dress,neutral
 What the hell Ross?! Where is Hugh Laurie! He was supposed to be on tonights show,neutral
i saw my credit-card statement. maybe i should receive the unholy Aiden fan package!! yaaaaay.,positive
keeps crashing,negative
http://is.gd/ArUJ Good video from Google on using search options.,positive
Came home after getting ratty in a shop with the staff and a blister on the foot. Meh,negative
I think I might have to break down and purchase some from the US just because I donot know what to call it over here,neutral
@_Cantus_  all i hear is coffee brewing at my end,neutral
my guys call me ``BartÂ ofÂ theÂ criticalÂ questions``. I`m guessing that`s a good thing.  #zeropoint.IT,positive
" ermm, more like a full black upper half.  and some a completley grey",neutral
 ~ Sorry the response to my assistant job has already been filled. Please check back soon.  I`m sure she will not last long.,negative
I hate PC,negative
Just wish the app would sync so I can use it on my new phone! Excellent otherwise. Thank you!!!,positive
it`s sunny but i`m bored  sad call or text me,negative
 It is! Wish there was one in our area.,positive
  as long as you have someone to make out with    lol,neutral
"Dear Developer, I have paid the amount for Pro version. After deduction still app is not get updated to Pro version. I have mail you the same issue & asked you to look into. Expecting immediate responce from you.",negative
All done. No more internship.,neutral
"According to the create a school, Notre Dame will have 7 receivers in NCAA 10 at 84 or higher rating :) *sweet*",positive
" I was wondering about your sanity for a bit there, dear",neutral
 when I tried to go to her`s I got this message 'That page doesn`t exist! ',negative
"Enquanto o sistema não oferecer no mínimo todas as opções oferecidas pelo Wunderlist (extensões) não fará sentido ter os comprado. A funcionalidade ""Meu Dia"" é boa, mas não faz sentido. Façam com que tarefas que estejam AGENDADAS para o dia sejam automaticamente adicionadas no ""Meu Dia"".",neutral
Not for me,neutral
At the wedding reception. Having more fun than I thought,positive
" You should hate your gender less. Not all men are bad. In fact, I quite like mens.",neutral
"It's a great app. You can search for words in tasks. The reminders show up on my new Samsung S10, which is why I had to ditch Keep. To get five stars, I would like to see an easy way to access the app on my desktop. It would be great if it would work with Google calendar.",positive
My app keeps stopping and then I loose my points.,negative
is new to twitter.... needs some studying here,neutral
"dinner smells good...man i`m hungry. so sunny outside, wish i was at wonderland",positive
 nice recolouring of your page  nobody is buying your anti-twittering words!! YOU LOVE IT!!!!,positive
 I LOVE music!!!  I like almost everything!!,positive
ShoesShoesShoes.YayYayYay.lol.IWouldPostATwitPic.ButIdntKnoHow2,positive
"_aureole Oh my gosh, so cute!!!",positive
Morning y`all. Looking forward to a nice BBQ today. Can everyone follow  please?,positive
hi i have been using this app for a number of years right from the first business calendar app; the best feature i like is the management of reminders where the reminders stay on even after the event end time till is dismissed manually. however since i have upgraded to S10 the reminders are automatically removed after the end time. no change in settings has made any difference. unfortunately queries to the support team hasn't helped. such a shame update- switched to aCalendar app which works,neutral
"Love the desktop version. Ability to quickly add task using shortcut is my fav, without having to go application window. I wish there was an ability to add comments in free version.",positive
 I will try. But I don`t care what my mum says,neutral
"Great addition to having a calendar. I can set text reminders for To Dos from here so I don't have to clutter my family's digital calendar with details for my days. Took a while to get how the app and folders work, but I have a good system set up now.",positive
Must download. The app is very much useful. It had helped me get on track when I wasn't in a position of self reflection.,positive
 courtney seems like a cool chick & shes pretty,positive
"Oh man, there are dead deer everywhere in michigan.",negative
"i really need help with the app but all is in mandarin when i tried to get in my account. when the app is updated, i cannot get in the app so i had to reinstall it then when i tried to log in, it said i hv to pay for the premium when in fact, i've already paid for the premium",negative
show was amazing. so cold out now  hope I can give victoria my card and get my dvds back ;) ha,positive
 whyyyy hellloooo! Thx 4 checkin up on me  how r things? http://myloc.me/G4p,neutral
_yst so u are very burnt  sorry back or front burnt?,negative
 just wanted to say hello,neutral
looks like my ION-based mini-itx board won`t ship until mid-June now at the earliest,neutral
I like this app. You think that the hours spent in class and the potential to acquire a college degree would be enough... but it is not.. only the idea of growing a virtual forest will keep me off my damn phone.,positive
Bestestestestestest,positive
